Accession	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
MIMAT0017983	0.6778315	0.3114411	0.9163111	0.4961509	0.6367937	0.5896538	0.483796	0.4510422	0.5737491	0.7677846	0.9820459	0.9173234
MIMAT0022965	0.4869928	0.2300996	0.1702829	1.396663	0.8014422	0.2926685	0.4558207	0.3426228	0.8244489	0.9140112	0.458576	0.3214441
MIMAT0017984	0.634075	0.4338415	0.5001301	0.7777732	0.7525699	0.2824445	0.7144703	0.1334754	0.2320355	0.1594092	0.4731297	0.4428208
MIMAT0017985	0.290593	0.05080259	0.5023816	1.318518	1.670017	0.3190567	0.9122555	0.2181974	0.9780364	0.8309239	0.6397238	0.8948935
MIMAT0017986	1.735101	0.4526786	0.7529655	1.006181	0.739419	0.3432793	0.849363	0.5118604	0.9686638	0.4879137	1.188421	0.9448818
MIMAT0017987	-0.04102305	0.2903862	0.3119282	-0.1516203	0.9058291	0.4023005	0.4301417	0.07798398	0.8269064	0.6011664	0.8164847	0.4573131
MIMAT0017988	0.8778079	0.5059586	1.213938	0.6145418	1.124314	0.8241544	0.59841	0.2264025	0.7805065	0.4970349	0.2950514	0.6905944
MIMAT0017989	0.4756675	0.6069776	0.6600044	0.5349987	0.6289845	0.6342611	0.6568075	0.1110528	0.5430009	0.4922159	0.5325792	2.244033
MIMAT0017990	2.352104	3.001062	2.322534	2.940677	3.515283	2.941891	1.416239	2.958159	3.798755	3.220466	1.185733	4.25425
MIMAT0017991	7.858348	8.520902	10.53014	6.597408	7.199106	6.897362	5.793991	9.328954	8.188867	6.302043	9.174442	8.835603
MIMAT0017992	0.5283228	0.2594138	0.5525265	1.293765	1.131906	0.1966852	0.7249401	0.2326842	0.2444881	0.2793627	0.2956397	0.7030469
MIMAT0017993	1.295757	0.5142444	0.4222629	1.045234	1.037099	0.5582559	0.6142334	0.3692518	0.1862341	0.5529075	1.181177	0.2009547
MIMAT0017994	0.4217895	0.4235395	0.4301388	1.018017	1.220284	0.220804	0.6825517	0.03650907	0.5158889	0.2899798	0.7968655	1.076078
MIMAT0017995	0.1317953	0.3160652	0.6749722	0.4912879	0.7065275	0.6593876	0.5971844	0.2074575	0.446438	0.4938794	0.5757807	0.9870571
MIMAT0017996	0.6992581	0.09796888	1.573674	0.6687247	0.9672391	0.3591101	0.4987573	0.1656227	0.4994785	0.5745844	0.6085991	0.757129
MIMAT0017997	0.9583877	0.3872527	0.6875396	0.7024254	0.9864624	0.1578937	0.5838155	0.1299374	0.570452	0.6514478	0.5757807	1.043096
MIMAT0022966	0.584065	0.7931895	0.3861602	1.171566	0.4203069	0.3639367	0.7205756	0.3771611	0.5731633	0.3709698	0.4491023	0.4185163
MIMAT0017998	0.6914567	0.446889	0.6605483	1.327819	0.6951033	0.7650849	0.527306	0.3210155	0.6574703	0.6701943	0.7425419	1.016367
MIMAT0017999	1.803079	2.476458	1.271291	2.118514	1.501034	0.6457531	1.818694	0.6036533	1.830737	1.880296	1.371614	2.192717
MIMAT0019219	0.3180549	0.1229001	0.3376072	1.426767	0.6755079	0.529112	0.5945643	0.1988832	0.1319091	0.2985671	0.3553534	0.4544227
MIMAT0018000	0.6199713	0.3160652	0.592631	0.886821	0.8198253	0.4278084	0.7402747	0.4577636	0.2320356	0.4841135	0.6056595	0.5628766
MIMAT0022967	3.761044	3.610505	3.274873	3.988181	3.912078	3.164757	3.656418	3.176806	3.06856	3.030379	3.93986	4.209501
MIMAT0018001	0.2800383	0.5376233	1.158652	1.399305	1.639484	0.7821243	0.9365855	0.8732656	0.777549	0.7091799	0.8361182	1.21495
MIMAT0018002	2.669548	0.3160652	0.4958095	0.4071911	1.294712	0.634261	0.6143883	0.1820835	0.3207592	0.7226321	1.849656	1.780408
MIMAT0018003	0.7681899	0.7344061	0.5770428	1.066709	1.261339	0.3998431	0.7314789	0.7724779	0.9461206	0.5827997	0.8140272	0.7386627
MIMAT0018004	0.7158564	1.311819	1.155706	0.6027647	0.7653209	0.5299722	0.6564565	0.3925008	0.9231387	0.7159839	0.8286212	0.8078693
MIMAT0018005	0.974409	0.4554377	1.042238	0.2995333	0.9344208	0.4199025	0.6406655	0.3649908	0.5524884	0.6463812	0.6553967	0.474482
MIMAT0018006	0.39185	0.05494052	0.0895201	0.8353282	0.9344206	0.3124785	0.4558206	0.2074575	0.2548528	0.92445	0.5757807	0.03714436
MIMAT0018065	0.8597873	1.094075	0.5820615	2.593829	0.858534	0.6071447	1.645722	0.4196169	1.705051	1.124499	1.269763	1.187834
MIMAT0018068	1.629633	0.5838262	0.8807076	1.508029	0.9122629	0.4330592	0.9844016	0.5191429	1.04447	0.9176447	0.494647	1.256567
MIMAT0018069	0.4568922	0.5784546	0.6091778	0.3258003	0.8000491	0.4618033	0.7333913	0.4850281	0.3915777	0.2830175	0.632924	0.7879597
MIMAT0018070	-0.008422732	0.5613734	0.5829154	0.3176143	0.3849901	0.493173	1.206332	0.1237981	0.6449347	0.563212	0.7979304	0.7104932
MIMAT0018071	0.9025683	0.6536676	0.7348933	0.7836395	1.215146	0.5218351	0.7384176	0.4900544	0.8534914	0.6247891	0.5362153	0.3747469
MIMAT0018072	0.8735793	0.3615071	1.184812	0.4292049	0.857414	0.4661788	0.5351014	0.4894037	0.2320355	1.342265	1.095973	0.8678751
MIMAT0018073	0.8923715	0.6025785	0.08952013	0.1340487	0.4282413	0.6884025	0.4887126	0.3333483	0.2627825	0.1331685	1.069061	0.5185436
MIMAT0018074	0.3619362	0.3327145	0.1608633	0.878196	0.7163366	0.4143488	0.6997134	-0.1048607	-0.005219698	0.3929026	0.3698591	0.4677175
MIMAT0018075	0.3205891	0.5820904	0.3171191	0.252645	0.453755	0.589221	1.291256	0.2422482	0.4051315	0.9140112	0.5552926	0.761655
MIMAT0018076	6.31607	2.196587	3.216149	3.081995	5.099498	0.4487395	3.70381	2.752604	2.327236	3.927005	3.898688	4.540435
MIMAT0018077	0.2597031	0.6025786	0.9028655	0.5744867	0.9344208	0.603371	0.8201227	0.3113599	0.7128447	0.3071415	0.4336596	0.6905944
MIMAT0018078	0.3818896	0.6715559	0.6620075	1.158447	0.7692851	0.7255576	0.5471173	0.1278056	0.6371281	0.3164492	0.3335369	0.7893373
MIMAT0018079	0.07442567	0.4317971	0.5667607	0.6689605	0.8920037	0.5918439	0.9713409	0.1650404	0.5552731	0.4184894	0.4382018	0.5143039
MIMAT0018080	0.05997047	0.6025785	0.08952016	0.3692464	1.237445	0.4253673	0.922684	0.1049022	0.2513577	0.2827676	0.775986	0.5228158
MIMAT0018081	0.2420792	0.05494058	0.7591584	1.255598	0.4142637	0.9756917	0.5687803	-0.01200491	0.5474582	1.246233	1.020547	0.9448819
MIMAT0018082	0.6178236	0.4475076	0.4677882	0.8868209	0.7290875	0.5300241	0.6238814	0.5226817	0.9546299	0.1480045	0.3949906	0.4522749
MIMAT0018083	0.7190328	0.7333552	0.7383046	1.498366	1.017605	0.3150092	0.8288401	0.3167128	0.7215745	0.7278357	0.9130887	0.7737784
MIMAT0018084	0.534253	0.9260479	1.084887	0.7577692	0.6616799	0.1842327	0.4939806	0.2210915	0.4005844	0.5877553	1.076694	0.5615426
MIMAT0018085	1.261662	0.9779503	0.3921834	0.6380827	0.9344208	0.2497691	0.7430735	0.5912176	0.5223836	0.9140112	0.4208898	0.7278875
MIMAT0018086	-0.05584681	-0.1787578	-0.1331764	0.7234864	0.3459201	0.4496117	0.7802981	0.4186253	0.0003477335	0.4167632	0.8140272	0.4544227
MIMAT0019220	0.7887942	0.4161772	1.140194	0.886821	0.7317829	0.5043916	0.776629	0.05257201	0.6575085	0.1832525	0.4207787	0.759267
MIMAT0018087	8.13463	4.375347	5.961763	6.412826	7.081706	3.265212	6.574526	4.869451	4.916879	6.721808	6.961768	6.65644
MIMAT0018088	0.606939	0.2701631	1.187874	0.3499242	0.7542293	0.3994552	0.4558207	0.1813928	0.4898242	0.522364	0.8140272	0.4695924
MIMAT0018089	0.1496094	0.7606107	0.695254	0.6792095	0.9344208	0.659942	0.7746592	0.6346849	0.4921345	0.9643525	0.6064172	0.7133586
MIMAT0018090	0.09590968	0.6954139	0.4843481	1.43857	0.7891674	0.670281	1.080029	0.1929916	0.373157	0.4538823	0.4964747	0.5452838
MIMAT0018091	0.974409	0.9092147	1.202944	0.886821	0.9344208	0.6497568	0.840091	0.4688172	0.5728796	0.6142048	0.2955391	0.9906729
MIMAT0018092	0.6508881	0.3331904	0.5793445	0.828277	1.401659	0.8701556	1.093256	0.1489135	0.4890071	0.9311365	0.5737194	0.9247351
MIMAT0018093	0.9186769	0.4975341	0.827652	0.8116075	0.3776643	0.2334068	0.6307895	0.102413	0.4601568	0.4821102	0.2016363	0.4019695
MIMAT0018094	0.09889549	0.3160652	0.9028655	0.9958033	0.6772901	0.9962633	0.8070316	0.3387526	0.3410179	0.3071415	0.8432713	0.6905944
MIMAT0018095	0.5943668	0.6198389	0.3072931	1.293286	0.865819	0.5480639	0.856225	0.7021931	0.3380544	0.8079925	0.7191847	0.6721956
MIMAT0018096	0.8119947	0.3328263	0.6259389	0.8114454	1.296707	1.079304	0.902105	0.3403771	1.076964	0.5451505	0.7678041	0.7822134
MIMAT0018097	0.2337205	0.6636976	0.141235	0.6269901	0.9251119	0.6409423	0.7135276	0.3135749	1.066592	0.3071415	0.2082094	0.09617296
MIMAT0018098	-0.006846964	0.6025786	0.4592569	0.8753157	1.237445	0.5473521	0.812323	0.3996285	0.122318	0.902506	0.5757807	1.06503
MIMAT0018099	0.7261827	0.312072	0.1032749	0.3499242	1.173527	0.3998431	0.7037066	0.3885076	0.5527187	0.6027021	0.3513603	0.6905944
MIMAT0019221	0.2019704	0.0685395	0.4871461	0.3499242	0.812389	0.5110366	0.6110907	0.3186511	0.464723	0.1851097	0.6475191	0.4544227
MIMAT0018101	0.5207239	0.2850714	0.3376072	0.7607073	0.9103222	0.3644896	0.6997133	0.5196766	0.4577187	0.5372723	0.1069928	0.6552409
MIMAT0018102	0.2905931	0.3432255	0.3391469	0.3499243	0.6495857	0.19736	0.9622439	0.3545924	0.5290163	0.3202688	0.1540018	0.6905944
MIMAT0018103	0.6199713	0.4165107	0.08952016	1.177295	0.4001639	0.5547016	0.6106791	0.2020941	0.249505	0.598709	0.1524622	0.8454528
MIMAT0018104	1.315754	0.9325109	0.7059659	0.4999063	0.8657798	0.8006784	0.8714283	0.2608494	0.7558079	0.6580787	0.7373207	1.070868
MIMAT0018105	1.048383	0.9124139	0.3376072	1.610497	0.5430983	0.4794003	0.9502971	0.6721469	0.375125	0.3071415	0.490523	0.7724194
MIMAT0018106	0.3759367	0.3160652	0.4229508	0.3812348	0.9657313	0.266497	0.4558207	0.207108	0.5057083	0.306792	0.6580451	0.6902449
MIMAT0018107	0.5762504	0.3160652	0.7801077	0.2898995	0.3795774	1.156915	0.3753575	0.1805522	0.4743322	0.598709	0.3553534	1.170977
MIMAT0018108	0.5548227	0.2991282	0.5879308	1.142402	0.8766971	0.6554242	0.7009924	0.4577811	0.4876167	0.3058625	0.619583	0.4820094
MIMAT0018109	0.2035939	0.441379	0.5929198	0.7363626	0.7938286	0.1845973	0.8422591	0.4019082	0.6838568	0.2908834	0.3644788	0.8850451
MIMAT0019222	0.5480009	0.3160652	0.3376072	0.5147734	0.5262739	0.1869577	0.9622439	-0.01564616	0.3259214	0.1723008	0.1524622	0.4567794
MIMAT0018110	0.974409	0.6961563	0.9096503	0.8140438	1.020701	0.7953619	1.000186	0.258581	0.8163614	0.5259318	1.050021	0.5407025
MIMAT0018111	0.194947	0.3962769	0.6091778	0.886821	0.9782224	0.4279593	0.7258091	0.2007303	0.1530873	0.3924073	0.519429	0.7053854
MIMAT0018112	0.2905931	-0.116646	0.4419271	0.3499243	1.065859	0.2764916	1.054503	0.08110133	0.9542644	0.1807853	0.4476124	0.5642382
MIMAT0018113	0.3147816	0.5809268	0.6561153	0.5816312	0.9570242	0.9342184	0.9756063	0.4394382	0.254639	0.3337985	0.7987041	0.4576638
MIMAT0018114	0.4247311	0.05494055	0.8323985	1.620101	1.164619	0.399843	0.5779431	0.1925927	1.104721	0.5297105	0.3758727	0.8056592
MIMAT0018115	0.6792901	0.4040202	0.3376073	0.890911	1.040526	0.3752517	1.350941	0.5645911	0.9709088	0.8874736	0.6539162	1.188413
MIMAT0019223	0.6119261	0.3218871	0.6149998	1.391259	0.9264069	0.5915163	0.6766014	0.3213495	0.5168761	0.6045309	0.3473081	1.206905
MIMAT0018116	-0.008422732	0.3884231	0.5431513	1.471663	0.9872388	0.8745968	0.5086387	0.3925007	1.029993	1.192174	0.07041258	0.4544227
MIMAT0018117	0.5561007	0.1670458	0.5453072	0.9965116	0.7677861	0.4794298	0.7793001	0.2696195	0.2320356	0.5348384	0.6773596	0.5340093
MIMAT0018118	0.2905931	0.3160652	0.8634306	0.09974203	0.3176762	0.164549	0.7100735	0.1600266	0.3555531	0.4806679	0.4067149	0.632417
MIMAT0018119	0.5621132	0.2422815	0.2188008	1.039008	0.6681404	0.4557528	0.6997133	0.2389071	0.5669559	0.3582084	0.5757807	0.5578669
MIMAT0018120	0.2749454	0.4433914	0.7227633	1.98013	0.7616315	1.022712	0.9465963	0.5959083	0.6204863	0.7051059	0.4451384	0.9292343
MIMAT0019224	0.3719029	0.5898032	0.319142	0.6176127	0.6700404	0.6153995	0.9504809	0.5798143	0.5031136	0.8860549	0.5630054	0.9260204
MIMAT0018121	0.0654597	0.08277023	0.5416597	0.03347361	0.9448894	0.4091277	0.4558207	0.2244934	0.2907556	0.2456854	0.1795341	0.465461
MIMAT0018122	0.4898257	0.4375733	0.3624176	0.8481727	1.153901	0.3162992	0.523826	0.5803264	0.432345	0.7101884	0.4922368	0.8597357
MIMAT0018164	0.5077704	0.4290163	0.7473017	0.2996577	0.6823393	0.537967	0.7886816	0.426794	0.5158889	0.7172908	0.4934772	0.5730045
MIMAT0018165	0.290593	0.3160652	0.3376072	0.5967601	1.237445	0.634261	0.6997134	-0.01847354	0.2320356	0.3071414	0.8251246	0.8800101
MIMAT0018178	2.066409	0.3414784	0.5781852	0.8174222	1.747812	0.6032684	0.9312512	0.499213	0.2659787	0.3333884	0.8915845	1.787716
MIMAT0018179	0.6199714	0.5807528	0.8738655	0.09593135	0.9301364	0.04479337	0.6997135	0.4531504	0.4967233	0.5718291	0.8404684	0.7191104
MIMAT0018180	0.5561007	0.1670458	0.5453072	0.9965116	0.7677861	0.4794298	0.7793001	0.2696195	0.2320356	0.5348384	0.6773596	0.5340093
MIMAT0018181	0.3669907	0.290133	0.3561972	0.3810422	0.9821843	0.3998431	1.010007	0.2074575	-0.005272865	0.04163295	0.8451451	0.2679556
MIMAT0018182	0.8362125	0.05494055	0.5310418	0.5187426	0.8168644	0.397187	0.6970573	0.2951823	0.7093235	0.500576	0.3212806	0.6478572
MIMAT0018183	0.3686545	0.8380057	0.4059848	0.1885818	0.4867036	0.3995703	0.380915	0.1048866	0.3545465	0.2636039	0.8137544	0.5292519
MIMAT0018184	1.209401	0.7029637	2.827229	1.639332	1.237445	0.9028749	0.7761184	0.755268	0.4720633	0.598709	3.187285	2.257962
MIMAT0018185	0.4302703	0.8495743	0.2207108	1.011798	0.9019756	0.4381622	0.5769712	0.08471531	0.1261476	0.1813102	0.9503856	0.5856133
MIMAT0027036	0.3329726	0.1321647	0.4048109	-0.02124491	0.6798307	0.4422226	0.4982002	0.1943712	0.5476736	0.3442482	0.3553534	0.4544227
MIMAT0018186	0.608254	0.2815704	0.8358076	1.167031	0.7414598	0.5432773	1.024513	0.1602272	0.6084447	0.1350467	0.5819832	0.5478365
MIMAT0018187	1.011308	0.3160652	0.3560566	0.9237198	1.452584	0.02345347	1.137012	0.2597179	0.1285311	-0.09758523	0.1630335	0.289098
MIMAT0019225	0.9368919	0.2533697	0.5191222	1.01982	0.5156935	0.3070579	0.4558207	0.3549836	0.2320356	0.4986549	1.031544	1.077881
MIMAT0018188	0.7717415	0.6573294	0.647781	1.299036	1.006342	0.5516133	0.6075909	0.5206682	0.3039571	0.6706305	0.7275509	0.6965887
MIMAT0018189	0.3907565	0.5707171	0.6999894	1.252964	0.9916855	0.6868598	0.7104726	0.2249222	0.7705408	0.6620945	0.6111511	0.6312978
MIMAT0018190	0.8841271	0.7533326	1.213938	1.885888	0.9380624	0.9365518	1.18319	0.8574829	0.5651598	0.598709	1.261243	0.9448819
MIMAT0018191	0.290593	0.001524508	0.5188586	0.2596049	1.234379	0.3636447	0.6207275	0.3868696	0.1417163	0.5990897	0.5757807	1.18142
MIMAT0018192	1.341559	1.229651	0.6095083	0.9003955	0.6410636	0.671117	1.029926	0.5925897	0.5532379	0.3444905	0.1898112	1.205286
MIMAT0018193	0.627993	0.3160652	0.3456289	0.5666101	0.627724	0.3998431	0.8506334	0.4241433	0.6332757	0.1358795	0.2857431	0.6905943
MIMAT0019226	0.4610979	0.9801301	0.2364096	1.182908	1.306661	0.2073623	0.8333722	0.585009	0.6095871	0.762418	0.576161	0.7284851
MIMAT0018194	0.4031161	0.427485	0.7241848	0.4516714	0.7630529	0.5940309	0.3330615	0.03650904	0.5158889	0.7137159	0.7319207	1.046629
MIMAT0018195	0.008528799	0.3160652	0.9109495	0.3580083	0.9246268	0.3991644	0.4727722	0.2067788	0.2320355	0.6156605	0.08215666	0.6808004
MIMAT0018196	1.042744	2.686126	2.314052	2.474791	1.846848	2.014087	3.68415	1.289955	2.307024	2.13053	3.203524	3.141144
MIMAT0019227	0.6431929	0.07348409	0.09120518	0.858153	0.9344208	0.3711752	0.722935	0.3925008	0.2320356	0.06073943	0.5676252	0.2296576
MIMAT0018197	0.1931299	0.486491	0.5117146	0.7893578	0.835709	0.7476902	0.6022502	0.3778833	0.4024614	0.4775673	0.2888464	0.8313512
MIMAT0018198	0.5033779	0.4802732	0.4868724	1.399305	0.6142171	0.5119556	1.120829	0.4702843	0.7078556	0.2966898	0.4560925	0.5345851
MIMAT0018199	0.9839466	0.4189158	1.102635	1.250796	1.155167	0.5482079	0.4310841	0.5925897	0.6797041	0.4709566	0.5551232	0.6008129
MIMAT0018200	1.341327	0.5299926	0.603102	1.286059	1.148348	1.147843	0.7448962	0.5735362	1.366267	1.564283	1.327609	1.240686
MIMAT0019228	0.3769242	0.2967859	0.5983102	0.3359952	0.383595	0.2716529	0.689691	0.03714737	0.8176224	0.3071415	-0.03329554	0.2383766
MIMAT0018201	0.512197	0.5551335	1.060938	1.559076	0.7911149	1.16343	0.9764404	0.6997792	1.15234	0.7737287	1.45612	0.9448819
MIMAT0022970	0.1141934	0.4650782	0.6091778	1.399305	0.4512488	0.3998431	0.6997134	0.3011287	0.3005899	0.5142627	0.7295809	0.5515255
MIMAT0018202	1.164905	0.3326366	1.848825	0.3499242	0.6604157	0.9038523	0.7713773	0.5342069	0.2320355	0.598709	1.62464	0.9581971
MIMAT0018203	0.9683456	0.5161262	0.630361	1.312852	0.6692292	0.577826	0.6194022	0.3038725	0.5158889	0.825383	0.6355602	0.7117776
MIMAT0018204	-0.007222146	0.3160652	0.1488292	0.3588736	0.3283219	0.3454705	0.2402638	0.03770956	0.7133028	0.8028651	0.5214082	0.2368377
MIMAT0027037	0.2521731	0.6620228	0.3764899	1.423828	1.008989	0.6354914	0.7591576	0.6520339	0.4926314	0.6855552	0.6146634	0.6905943
MIMAT0018205	0.974409	0.2193632	0.6072947	0.6039132	0.9418744	0.3998431	0.6666731	-0.01582432	0.2203181	0.598709	0.4790788	0.666631
MIMAT0018206	-0.0303427	0.3273541	0.7037668	0.3612131	0.9546877	0.3998431	0.7022198	0.3120542	0.5361558	0.3184303	0.1727291	0.4544227
MIMAT0018349	0.6628435	0.05494058	1.130139	0.3499242	0.977293	0.6771332	0.4783235	0.1552814	1.15234	0.7623122	0.7618512	0.6905944
MIMAT0022975	0.182937	0.3607584	-0.08046067	1.876675	0.4938685	0.8367662	0.5297326	0.2225199	0.2920412	0.2329926	0.02607176	0.5043296
MIMAT0018350	0.4087593	0.7189301	1.019217	1.003173	0.7634257	0.8170251	1.356868	0.7089412	0.9408004	0.7243235	0.4339791	0.9448819
MIMAT0018351	1.105303	0.4482985	0.4685014	1.399305	0.8035265	0.7651552	0.8353628	0.5233949	0.6467831	0.5466404	0.9381669	1.084056
MIMAT0018352	1.837275	0.7913005	0.6385263	1.588027	1.197052	0.5355609	0.4558208	0.3961795	0.4326559	0.9140113	0.7307942	1.239601
MIMAT0018353	0.5292842	0.575827	0.5878577	1.50003	1.096232	0.5528329	0.7811415	0.4738592	0.7430208	0.5172809	0.6806742	1.043273
MIMAT0018354	0.6057694	0.6312416	0.9028655	0.8969873	0.8310889	0.7020473	0.7044475	0.5973238	0.4125571	0.6388276	0.5911936	0.4591567
MIMAT0018355	0.3150778	0.3133118	0.1125455	0.886821	0.3790233	0.2914366	0.6960422	0.3925008	0.3133256	0.4903025	0.7056206	0.7136197
MIMAT0019229	5.67301	0.919136	3.095701	2.675982	4.080219	1.156915	2.824918	0.761435	1.039984	3.466721	3.645798	3.608961
MIMAT0018356	0.8841738	0.7463419	0.6372566	0.07829756	0.9718363	0.1566558	1.410618	0.2327826	0.3757989	1.583337	0.8034521	0.4069388
MIMAT0018357	0.83305	0.1747062	0.3720398	0.5600548	1.237445	0.2780836	0.6011226	0.4939989	0.6850621	0.4678184	0.6378731	0.5597038
MIMAT0018358	0.6734721	0.3493389	2.046007	0.886821	1.030925	0.8339328	0.6997134	0.4016051	0.8244489	-0.1196084	1.53204	1.690108
MIMAT0019230	0.6154063	0.5980135	1.531912	1.832052	0.7815865	0.6337419	0.6897195	0.4413563	1.041566	1.14791	0.5757807	1.21342
MIMAT0018359	0.5659493	0.6140474	0.8212441	0.6980085	0.7485215	0.634261	0.6997135	0.396849	0.3270765	0.2060149	0.6533356	0.8064907
MIMAT0019231	0.6944837	0.9249883	0.8863673	1.383688	1.237445	0.5622748	1.201801	0.5769731	0.3006371	1.053121	1.245847	1.300617
MIMAT0018360	0.5816066	0.5348314	0.1789543	1.021722	0.5568383	0.3282608	0.5846614	0.03650904	0.7595373	0.2211265	0.5757807	1.387605
MIMAT0018361	0.306536	0.6000813	0.5555103	0.8843237	0.6089308	0.634261	0.6972162	0.2963955	0.7337919	0.5962118	0.3553534	0.6880971
MIMAT0018443	0.7124929	0.4717241	0.708732	0.9793425	0.8035662	0.7338152	0.792235	0.2999791	1.244861	0.5025549	0.6683023	0.8487278
MIMAT0022735	0.3539645	0.4926875	0.4519073	0.8859839	0.7205343	0.399006	0.7936605	0.3925008	0.5944228	0.6449813	0.5955308	0.2773218
MIMAT0022736	0.472428	0.5108396	0.6091778	1.384874	0.8426818	0.61983	0.4702517	0.2218885	0.2464666	0.3215725	0.3697844	0.2368377
MIMAT0018444	0.517249	0.3163855	0.3762858	1.371499	0.9829416	0.1918368	0.738392	0.392821	0.5545676	0.598709	0.3791182	0.4797639
MIMAT0022737	1.207598	0.28813	0.4730556	1.270356	0.8602458	0.567768	0.2911127	0.2680568	0.2126767	0.4742651	1.128859	0.5661504
MIMAT0018445	0.595207	0.863903	0.9361802	0.383239	0.7321633	0.3005742	0.5453339	0.6767069	0.775938	0.3556524	0.8939723	0.535482
MIMAT0018446	0.6418874	0.7006868	1.870741	1.421221	1.337193	0.909197	1.01984	0.3794175	1.182993	0.4657922	1.696437	0.9667979
MIMAT0018447	0.6199713	0.6633789	0.906769	1.395401	1.535036	0.8833774	1.060693	0.3059063	0.8205454	0.6581031	2.211854	1.47083
MIMAT0022738	0.5954753	0.3573053	0.7054501	0.6911526	1.278685	0.2041748	0.9147766	0.3925007	0.7769816	0.598709	0.3965935	0.7868665
MIMAT0018925	2.817677	0.4246425	0.6571082	0.8112126	1.276921	0.2237079	0.7753218	0.197991	0.2379111	0.2315331	1.539488	2.603588
MIMAT0018927	0.4756334	0.4624332	0.5121609	0.8339804	0.8374038	0.4383153	0.327261	0.2905917	0.4861183	0.4141933	0.2583364	0.5614744
MIMAT0018928	0.515084	1.092652	0.3325942	0.3499243	0.9294078	0.5800815	0.2500685	0.6169917	0.7377538	0.4873798	0.7560191	0.4613287
MIMAT0018929	0.5940387	0.3009416	0.325432	0.3239916	0.6220358	0.6581734	0.7019812	0.5165822	0.7985163	0.2812088	0.8341111	0.7127529
MIMAT0018930	0.1622078	-0.1131414	0.195173	0.07356742	0.983222	0.2202562	0.4233566	0.07907227	0.2320356	0.09667207	0.2269681	0.7456335
MIMAT0018931	0.3325433	0.7536105	0.6785733	0.673566	0.5860981	0.4819857	0.5763026	0.219456	0.6669208	0.9961538	0.5063853	0.862451
MIMAT0018932	0.6171467	0.8260477	0.5704456	0.5827626	0.9344208	0.417071	0.6792898	0.2693474	0.4461354	0.598709	0.5881917	0.6817714
MIMAT0018933	0.4339738	0.2160718	0.2376139	1.299554	0.5640967	0.4703205	0.3807565	0.1086056	0.3519484	0.7481511	0.2912881	0.590601
MIMAT0018934	0.245983	0.09955066	0.8160908	-0.1099007	1.150671	0.3130684	0.4791975	0.1628474	0.02397519	0.6220858	0.6203908	0.994634
MIMAT0018935	0.2923993	0.2111901	0.8262038	1.078122	0.5466864	0.5528704	1.149038	0.2092638	0.1405568	0.4984426	0.7670819	0.4544227
MIMAT0019232	0.7235349	0.7929313	0.4896952	1.080557	1.54915	0.4959374	0.9896427	0.3748756	0.5735749	0.8413055	0.7647099	0.4051054
MIMAT0018936	1.339216	1.206138	4.967271	1.935427	1.237445	1.49084	1.27933	0.6582065	0.8806964	1.043973	3.184273	2.080479
MIMAT0018937	0.1496259	0.7495047	0.6091778	0.5079728	0.8286232	0.7286247	0.6997134	0.1057354	-0.1315745	0.3763678	0.513402	0.4544227
MIMAT0018938	2.010965	1.67469	3.169211	3.443203	2.417931	1.632973	2.363414	1.759491	1.791007	0.5987092	2.830709	2.494334
MIMAT0018939	0.3215089	0.3052547	0.5985763	1.43022	0.9653367	0.5582939	0.7306293	0.2974781	0.776858	0.296331	0.844943	0.4151693
MIMAT0018940	0.9613541	0.8591109	0.9028655	0.7116576	0.9887878	0.634261	0.6282232	0.3982424	0.1030799	0.4033663	0.4917081	1.576684
